Name,Busy,Idle,Tasks,Cost
r1,6,23,2,0.0
r2,12,17,5,0.0
r3,29,0,6,0.0
r1,22,23,6,0.0
r2,37,8,8,0.0
r3,30,15,6,0.0
r1,18,9,5,0.0
r2,1,26,1,0.0
r3,12,15,3,0.0
r1,26,0,5,0.0
r2,11,15,2,0.0
r3,14,12,3,0.0
r1,34,13,7,0.0
r2,40,7,7,0.0
r3,23,24,4,0.0
r1,34,16,5,0.0
r2,41,9,6,0.0
r3,50,0,8,0.0
r1,19,8,3,0.0
r2,23,4,3,0.0
r3,25,2,4,0.0
r1,45,2,7,0.0
r2,37,10,5,0.0
r3,28,19,5,0.0
r1,35,3,7,0.0
r2,24,14,5,0.0
r3,26,12,5,0.0
r1,57,5,8,0.0
r2,32,30,5,0.0
r3,38,24,5,0.0
r1,18,5,2,0.0
r2,21,2,4,0.0
r3,23,0,3,0.0
r1,21,17,3,0.0
r2,23,15,4,0.0
r3,12,26,3,0.0
r1,25,12,5,0.0
r2,20,17,4,0.0
r3,28,9,5,0.0
r1,22,30,5,0.0
r2,30,22,5,0.0
r3,40,12,6,0.0
r1,21,19,4,0.0
r2,26,14,4,0.0
r3,40,0,6,0.0
r1,13,15,3,0.0
r2,9,19,2,0.0
r3,28,0,5,0.0
r1,28,0,6,0.0
r2,20,8,5,0.0
r3,13,15,3,0.0
r1,51,6,7,0.0
r2,57,0,9,0.0
r3,30,27,6,0.0
r1,23,13,5,0.0
r2,32,4,6,0.0
r3,25,11,5,0.0
r1,13,31,2,0.0
r2,30,14,5,0.0
r3,28,16,4,0.0
r1,17,4,4,0.0
r2,6,15,2,0.0
r3,11,10,3,0.0
r1,20,14,5,0.0
r2,24,10,6,0.0
r3,25,9,6,0.0
r1,26,10,5,0.0
r2,19,17,2,0.0
r3,33,3,6,0.0
r1,32,13,6,0.0
r2,37,8,6,0.0
r3,28,17,5,0.0
r1,32,5,6,0.0
r2,21,16,3,0.0
r3,10,27,4,0.0
r1,16,22,2,0.0
r2,33,5,5,0.0
r3,30,8,5,0.0
r1,19,12,6,0.0
r2,8,23,2,0.0
r3,27,4,6,0.0
r1,21,1,6,0.0
r2,8,14,3,0.0
r3,21,1,6,0.0
r1,26,22,5,0.0
r2,31,17,7,0.0
r3,48,0,9,0.0
r1,37,15,5,0.0
r2,37,15,7,0.0
r3,19,33,4,0.0
r1,27,0,5,0.0
r2,26,1,5,0.0
r3,14,13,3,0.0
r1,27,6,7,0.0
r2,19,14,5,0.0
r3,28,5,5,0.0
r1,53,2,8,0.0
r2,46,9,8,0.0
r3,37,18,7,0.0
r1,24,23,3,0.0
r2,36,11,5,0.0
r3,39,8,6,0.0
r1,27,15,6,0.0
r2,42,0,7,0.0
r3,35,7,7,0.0
r1,28,5,5,0.0
r2,17,16,4,0.0
r3,33,0,6,0.0
r1,18,9,4,0.0
r2,27,0,6,0.0
r3,25,2,6,0.0
r1,28,7,5,0.0
r2,15,20,4,0.0
r3,31,4,5,0.0
r1,14,14,3,0.0
r2,19,9,5,0.0
r3,24,4,5,0.0
r1,26,13,5,0.0
r2,26,13,5,0.0
r3,34,5,7,0.0
r1,5,29,3,0.0
r2,25,9,6,0.0
r3,30,4,5,0.0
r1,54,8,8,0.0
r2,55,7,9,0.0
r3,52,10,8,0.0
r1,19,10,4,0.0
r2,19,10,4,0.0
r3,24,5,5,0.0
r1,25,11,4,0.0
r2,30,6,6,0.0
r3,35,1,7,0.0
r1,47,5,6,0.0
r2,52,0,7,0.0
r3,27,25,3,0.0
r1,32,2,6,0.0
r2,22,12,4,0.0
r3,31,3,5,0.0
r1,40,15,6,0.0
r2,53,2,8,0.0
r3,39,16,5,0.0
r1,31,4,5,0.0
r2,35,0,6,0.0
r3,4,31,1,0.0
r1,23,15,5,0.0
r2,24,14,4,0.0
r3,28,10,5,0.0
r1,16,12,4,0.0
r2,23,5,4,0.0
r3,28,0,5,0.0
r1,28,15,5,0.0
r2,27,16,5,0.0
r3,43,0,8,0.0
r1,37,5,7,0.0
r2,39,3,8,0.0
r3,38,4,7,0.0
r1,40,33,6,0.0
r2,66,7,9,0.0
r3,52,21,7,0.0
r1,20,31,3,0.0
r2,45,6,6,0.0
r3,45,6,6,0.0
r1,27,11,5,0.0
r2,38,0,7,0.0
r3,24,14,5,0.0
r1,26,12,5,0.0
r2,23,15,5,0.0
r3,19,19,4,0.0
r1,26,3,4,0.0
r2,24,5,4,0.0
r3,20,9,4,0.0
r1,18,10,3,0.0
r2,23,5,4,0.0
r3,23,5,3,0.0
r1,47,11,8,0.0
r2,12,46,3,0.0
r3,57,1,9,0.0
r1,17,9,3,0.0
r2,11,15,2,0.0
r3,22,4,4,0.0
r1,15,3,3,0.0
r2,13,5,3,0.0
r3,11,7,3,0.0
r1,34,5,6,0.0
r2,18,21,5,0.0
r3,30,9,6,0.0
r1,26,0,6,0.0
r2,26,0,6,0.0
r3,16,10,3,0.0
r1,35,25,6,0.0
r2,51,9,8,0.0
r3,42,18,7,0.0
r1,37,4,6,0.0
r2,28,13,4,0.0
r3,22,19,4,0.0
r1,12,25,3,0.0
r2,28,9,6,0.0
r3,19,18,7,0.0
r1,43,0,7,0.0
r2,31,12,5,0.0
r3,11,32,3,0.0
r1,22,0,5,0.0
r2,14,8,3,0.0
r3,22,0,5,0.0
r1,31,15,7,0.0
r2,24,22,7,0.0
r3,34,12,6,0.0
r1,11,17,2,0.0
r2,25,3,3,0.0
r3,1,27,1,0.0
r1,42,0,5,0.0
r2,28,14,4,0.0
r3,21,21,3,0.0
r1,18,5,3,0.0
r2,14,9,4,0.0
r3,16,7,3,0.0
r1,10,10,3,0.0
r2,13,7,3,0.0
r3,20,0,4,0.0
r1,29,9,7,0.0
r2,34,4,6,0.0
r3,37,1,7,0.0
r1,12,18,4,0.0
r2,22,8,5,0.0
r3,28,2,6,0.0
r1,10,17,2,0.0
r2,20,7,4,0.0
r3,24,3,5,0.0
r1,13,4,3,0.0
r2,11,6,2,0.0
r3,17,0,5,0.0
r1,29,0,5,0.0
r2,24,5,4,0.0
r3,19,10,3,0.0
r1,30,22,4,0.0
r2,47,5,7,0.0
r3,43,9,7,0.0
r1,20,12,5,0.0
r2,19,13,6,0.0
r3,28,4,8,0.0
r1,59,5,9,0.0
r2,42,22,6,0.0
r3,37,27,6,0.0
r1,37,13,7,0.0
r2,49,1,7,0.0
r3,35,15,6,0.0
r1,22,10,4,0.0
r2,15,17,3,0.0
r3,20,12,3,0.0
r1,24,16,5,0.0
r2,22,18,4,0.0
r3,36,4,6,0.0
r1,21,3,6,0.0
r2,22,2,5,0.0
r3,16,8,5,0.0
r1,45,16,7,0.0
r2,51,10,8,0.0
r3,56,5,7,0.0
r1,33,0,6,0.0
r2,33,0,6,0.0
r3,20,13,4,0.0
r1,23,14,4,0.0
r2,26,11,5,0.0
r3,19,18,4,0.0
r1,22,5,4,0.0
r2,18,9,4,0.0
r3,25,2,4,0.0
r1,12,9,4,0.0
r2,14,7,2,0.0
r3,5,16,1,0.0
r1,14,17,2,0.0
r2,16,15,3,0.0
r3,27,4,4,0.0
r1,21,6,4,0.0
r2,14,13,2,0.0
r3,21,6,4,0.0
r1,33,5,4,0.0
r2,27,11,4,0.0
r3,30,8,5,0.0
r1,44,17,7,0.0
r2,39,22,5,0.0
r3,42,19,7,0.0
r1,38,8,8,0.0
r2,23,23,5,0.0
r3,46,0,8,0.0
r1,24,0,5,0.0
r2,13,11,3,0.0
r3,14,10,3,0.0
r1,25,12,4,0.0
r2,34,3,7,0.0
r3,18,19,4,0.0
r1,48,17,7,0.0
r2,58,7,8,0.0
r3,46,19,7,0.0
r1,29,16,5,0.0
r2,42,3,7,0.0
r3,45,0,9,0.0
r1,40,13,8,0.0
r2,30,23,5,0.0
r3,39,14,7,0.0
r1,15,13,5,0.0
r2,27,1,4,0.0
r3,22,6,6,0.0
r1,25,4,4,0.0
r2,15,14,3,0.0
r3,9,20,2,0.0
r1,37,0,6,0.0
r2,30,7,5,0.0
r3,6,31,1,0.0
r1,32,3,6,0.0
r2,33,2,7,0.0
r3,19,16,4,0.0
r1,11,20,2,0.0
r2,31,0,6,0.0
r3,16,15,3,0.0
r1,13,9,3,0.0
r2,17,5,5,0.0
r3,15,7,5,0.0
r1,34,0,6,0.0
r2,31,3,5,0.0
r3,0,34,0,0.0
r1,21,21,5,0.0
r2,36,6,8,0.0
r3,23,19,6,0.0
r1,11,15,3,0.0
r2,12,14,3,0.0
r3,25,1,5,0.0
r1,24,14,7,0.0
r2,36,2,7,0.0
r3,28,10,6,0.0
r1,18,0,4,0.0
r2,11,7,4,0.0
r3,15,3,5,0.0
r1,26,21,6,0.0
r2,30,17,6,0.0
r3,18,29,3,0.0
r1,41,14,7,0.0
r2,47,8,8,0.0
r3,37,18,6,0.0
r1,21,13,3,0.0
r2,34,0,6,0.0
r3,22,12,4,0.0
r1,34,17,5,0.0
r2,42,9,7,0.0
r3,51,0,8,0.0
r1,6,13,2,0.0
r2,15,4,4,0.0
r3,17,2,4,0.0
r1,4,32,1,0.0
r2,10,26,2,0.0
r3,36,0,5,0.0
r1,32,7,4,0.0
r2,39,0,6,0.0
r3,25,14,5,0.0
r1,30,10,6,0.0
r2,24,16,4,0.0
r3,25,15,5,0.0
r1,38,10,5,0.0
r2,38,10,7,0.0
r3,39,9,7,0.0
r1,29,17,3,0.0
r2,36,10,4,0.0
r3,46,0,5,0.0
r1,20,26,2,0.0
r2,21,25,3,0.0
r3,46,0,6,0.0
r1,45,0,6,0.0
r2,36,9,5,0.0
r3,31,14,4,0.0
r1,23,13,5,0.0
r2,14,22,4,0.0
r3,31,5,5,0.0
r1,19,24,4,0.0
r2,43,0,7,0.0
r3,15,28,3,0.0
r1,16,9,3,0.0
r2,23,2,4,0.0
r3,25,0,5,0.0
r1,63,0,9,0.0
r2,53,10,8,0.0
r3,27,36,5,0.0
r1,38,15,6,0.0
r2,41,12,7,0.0
r3,47,6,7,0.0
r1,17,14,3,0.0
r2,23,8,4,0.0
r3,28,3,5,0.0
r1,17,39,4,0.0
r2,36,20,7,0.0
r3,50,6,9,0.0
r1,28,16,4,0.0
r2,25,19,3,0.0
r3,24,20,3,0.0
r1,23,46,4,0.0
r2,58,11,8,0.0
r3,58,11,8,0.0
r1,25,9,4,0.0
r2,32,2,4,0.0
r3,11,23,2,0.0
r1,25,1,6,0.0
r2,12,14,4,0.0
r3,25,1,6,0.0
r1,24,16,5,0.0
r2,17,23,4,0.0
r3,32,8,6,0.0
r1,15,14,2,0.0
r2,25,4,4,0.0
r3,24,5,4,0.0
r1,10,19,1,0.0
r2,19,10,4,0.0
r3,29,0,5,0.0
r1,45,4,8,0.0
r2,37,12,6,0.0
r3,36,13,7,0.0
r1,24,8,6,0.0
r2,26,6,5,0.0
r3,12,20,3,0.0
r1,25,8,4,0.0
r2,21,12,3,0.0
r3,33,0,5,0.0
r1,6,10,2,0.0
r2,16,0,5,0.0
r3,15,1,4,0.0
r1,29,15,5,0.0
r2,32,12,6,0.0
r3,28,16,5,0.0
r1,16,15,4,0.0
r2,28,3,4,0.0
r3,17,14,4,0.0
r1,37,0,6,0.0
r2,14,23,3,0.0
r3,13,24,4,0.0
r1,8,8,4,0.0
r2,16,0,5,0.0
r3,15,1,4,0.0
r1,54,21,7,0.0
r2,39,36,5,0.0
r3,75,0,10,0.0
r1,30,8,4,0.0
r2,38,0,6,0.0
r3,16,22,3,0.0
r1,46,15,8,0.0
r2,51,10,8,0.0
r3,27,34,5,0.0
r1,25,12,5,0.0
r2,37,0,8,0.0
r3,31,6,5,0.0
r1,3,18,1,0.0
r2,18,3,4,0.0
r3,20,1,4,0.0
r1,21,15,4,0.0
r2,21,15,5,0.0
r3,25,11,4,0.0
r1,20,10,3,0.0
r2,14,16,3,0.0
r3,30,0,5,0.0
r1,46,7,9,0.0
r2,38,15,6,0.0
r3,25,28,6,0.0
r1,16,17,5,0.0
r2,23,10,5,0.0
r3,33,0,7,0.0
r1,39,9,7,0.0
r2,39,9,8,0.0
r3,19,29,4,0.0
r1,20,25,3,0.0
r2,27,18,4,0.0
r3,38,7,6,0.0
r1,38,9,6,0.0
r2,47,0,7,0.0
r3,22,25,4,0.0
r1,9,14,3,0.0
r2,21,2,3,0.0
r3,9,14,3,0.0
r1,25,13,6,0.0
r2,25,13,4,0.0
r3,38,0,7,0.0
r1,26,2,4,0.0
r2,17,11,2,0.0
r3,19,9,3,0.0
r1,25,10,4,0.0
r2,35,0,5,0.0
r3,15,20,3,0.0
r1,18,5,4,0.0
r2,23,0,4,0.0
r3,20,3,4,0.0
r1,21,23,5,0.0
r2,44,0,7,0.0
r3,29,15,5,0.0
r1,36,23,7,0.0
r2,35,24,5,0.0
r3,54,5,9,0.0
r1,28,8,4,0.0
r2,25,11,4,0.0
r3,36,0,6,0.0
r1,32,16,6,0.0
r2,36,12,6,0.0
r3,44,4,7,0.0
r1,42,16,6,0.0
r2,42,16,6,0.0
r3,47,11,7,0.0
r1,18,13,3,0.0
r2,25,6,6,0.0
r3,24,7,6,0.0
r1,33,7,6,0.0
r2,16,24,2,0.0
r3,34,6,6,0.0
r1,17,6,3,0.0
r2,23,0,5,0.0
r3,1,22,1,0.0
r1,40,12,8,0.0
r2,33,19,6,0.0
r3,44,8,7,0.0
r1,22,23,4,0.0
r2,33,12,5,0.0
r3,34,11,5,0.0
r1,44,13,8,0.0
r2,29,28,6,0.0
r3,52,5,9,0.0
r1,26,0,6,0.0
r2,22,4,5,0.0
r3,18,8,4,0.0
r1,13,17,3,0.0
r2,20,10,4,0.0
r3,29,1,4,0.0
r1,29,9,5,0.0
r2,36,2,6,0.0
r3,36,2,6,0.0
r1,28,3,5,0.0
r2,20,11,3,0.0
r3,31,0,6,0.0
r1,49,14,7,0.0
r2,24,39,5,0.0
r3,46,17,7,0.0
r1,30,13,5,0.0
r2,31,12,4,0.0
r3,26,17,5,0.0
r1,53,0,8,0.0
r2,27,26,4,0.0
r3,26,27,4,0.0
r1,27,9,6,0.0
r2,33,3,7,0.0
r3,24,12,5,0.0
r1,40,10,7,0.0
r2,43,7,9,0.0
r3,32,18,6,0.0
r1,41,5,7,0.0
r2,30,16,6,0.0
r3,23,23,5,0.0
r1,18,15,4,0.0
r2,27,6,5,0.0
r3,19,14,4,0.0
r1,7,19,2,0.0
r2,12,14,2,0.0
r3,24,2,3,0.0
r1,38,0,7,0.0
r2,9,29,3,0.0
r3,17,21,3,0.0
r1,16,26,4,0.0
r2,37,5,8,0.0
r3,36,6,7,0.0
r1,18,16,4,0.0
r2,29,5,7,0.0
r3,18,16,5,0.0
r1,38,11,6,0.0
r2,40,9,7,0.0
r3,47,2,8,0.0
r1,43,0,6,0.0
r2,5,38,1,0.0
r3,20,23,4,0.0
r1,16,14,3,0.0
r2,14,16,3,0.0
r3,30,0,5,0.0
r1,54,0,8,0.0
r2,53,1,8,0.0
r3,31,23,5,0.0
r1,37,2,7,0.0
r2,29,10,5,0.0
r3,17,22,4,0.0
r1,25,0,4,0.0
r2,16,9,4,0.0
r3,11,14,2,0.0
r1,46,16,8,0.0
r2,32,30,6,0.0
r3,34,28,5,0.0
r1,18,3,4,0.0
r2,16,5,3,0.0
r3,5,16,2,0.0
r1,41,14,6,0.0
r2,46,9,8,0.0
r3,42,13,6,0.0
r1,7,5,3,0.0
r2,7,5,4,0.0
r3,6,6,3,0.0
r1,15,23,3,0.0
r2,28,10,4,0.0
r3,31,7,5,0.0
r1,20,18,4,0.0
r2,19,19,3,0.0
r3,34,4,6,0.0
r1,22,0,5,0.0
r2,12,10,3,0.0
r3,19,3,4,0.0
r1,31,6,5,0.0
r2,16,21,3,0.0
r3,32,5,5,0.0
r1,34,10,6,0.0
r2,35,9,5,0.0
r3,32,12,5,0.0
r1,41,19,6,0.0
r2,27,33,5,0.0
r3,54,6,8,0.0
r1,10,19,2,0.0
r2,12,17,2,0.0
r3,29,0,5,0.0
r1,20,10,6,0.0
r2,22,8,6,0.0
r3,17,13,5,0.0
r1,33,0,6,0.0
r2,13,20,2,0.0
r3,32,1,5,0.0
r1,20,21,5,0.0
r2,38,3,7,0.0
r3,23,18,3,0.0
r1,33,10,6,0.0
r2,22,21,3,0.0
r3,27,16,6,0.0
r1,15,14,4,0.0
r2,29,0,6,0.0
r3,24,5,5,0.0
r1,29,29,5,0.0
r2,44,14,8,0.0
r3,58,0,10,0.0
r1,16,15,5,0.0
r2,19,12,5,0.0
r3,19,12,5,0.0
r1,23,0,4,0.0
r2,17,6,3,0.0
r3,10,13,2,0.0
r1,28,10,7,0.0
r2,25,13,4,0.0
r3,28,10,5,0.0
r1,22,5,5,0.0
r2,20,7,5,0.0
r3,11,16,3,0.0
r1,51,3,8,0.0
r2,44,10,8,0.0
r3,45,9,8,0.0
r1,33,4,6,0.0
r2,15,22,3,0.0
r3,32,5,5,0.0
r1,17,10,4,0.0
r2,20,7,4,0.0
r3,3,24,2,0.0
r1,16,20,4,0.0
r2,33,3,5,0.0
r3,25,11,5,0.0
r1,26,20,4,0.0
r2,42,4,6,0.0
r3,35,11,5,0.0
r1,5,13,4,0.0
r2,15,3,5,0.0
r3,17,1,6,0.0
r1,36,7,5,0.0
r2,30,13,4,0.0
r3,33,10,5,0.0
r1,53,7,7,0.0
r2,54,6,8,0.0
r3,41,19,5,0.0
r1,6,5,3,0.0
r2,6,5,3,0.0
r3,8,3,5,0.0
r1,34,2,5,0.0
r2,6,30,1,0.0
r3,28,8,5,0.0
r1,35,11,6,0.0
r2,31,15,6,0.0
r3,44,2,6,0.0
r1,20,14,4,0.0
r2,13,21,2,0.0
r3,34,0,6,0.0
r1,37,6,5,0.0
r2,21,22,3,0.0
r3,43,0,7,0.0
r1,15,15,2,0.0
r2,30,0,5,0.0
r3,5,25,2,0.0
r1,14,8,3,0.0
r2,14,8,4,0.0
r3,14,8,4,0.0
r1,43,9,9,0.0
r2,38,14,7,0.0
r3,32,20,6,0.0
r1,17,15,5,0.0
r2,13,19,3,0.0
r3,19,13,4,0.0
r1,34,0,6,0.0
r2,29,5,4,0.0
r3,20,14,4,0.0
r1,45,0,7,0.0
r2,17,28,3,0.0
r3,25,20,4,0.0
r1,37,0,8,0.0
r2,18,19,5,0.0
r3,32,5,6,0.0
r1,38,16,7,0.0
r2,45,9,7,0.0
r3,36,18,5,0.0
r1,28,26,5,0.0
r2,34,20,6,0.0
r3,33,21,5,0.0
r1,12,18,3,0.0
r2,26,4,6,0.0
r3,26,4,4,0.0
r1,27,18,5,0.0
r2,28,17,6,0.0
r3,34,11,6,0.0
r1,20,6,3,0.0
r2,26,0,5,0.0
r3,15,11,3,0.0
r1,24,15,4,0.0
r2,30,9,5,0.0
r3,25,14,4,0.0
r1,22,14,5,0.0
r2,23,13,5,0.0
r3,33,3,6,0.0
r1,42,7,7,0.0
r2,25,24,5,0.0
r3,41,8,6,0.0
r1,29,16,6,0.0
r2,28,17,5,0.0
r3,37,8,6,0.0
r1,19,2,6,0.0
r2,16,5,5,0.0
r3,11,10,5,0.0
r1,23,39,3,0.0
r2,48,14,7,0.0
r3,53,9,8,0.0
r1,30,15,6,0.0
r2,45,0,9,0.0
r3,26,19,6,0.0
r1,24,9,4,0.0
r2,29,4,4,0.0
r3,9,24,1,0.0
r1,37,0,7,0.0
r2,35,2,7,0.0
r3,33,4,6,0.0
r1,28,7,5,0.0
r2,16,19,2,0.0
r3,26,9,5,0.0
r1,41,7,6,0.0
r2,48,0,8,0.0
r3,28,20,5,0.0
r1,36,5,5,0.0
r2,41,0,6,0.0
r3,22,19,4,0.0
r1,37,0,7,0.0
r2,19,18,4,0.0
r3,20,17,4,0.0
r1,41,5,7,0.0
r2,37,9,7,0.0
r3,23,23,6,0.0
r1,32,0,5,0.0
r2,30,2,5,0.0
r3,25,7,4,0.0
r1,24,34,5,0.0
r2,49,9,8,0.0
r3,51,7,8,0.0
r1,25,2,5,0.0
r2,27,0,6,0.0
r3,25,2,5,0.0
r1,17,13,5,0.0
r2,30,0,6,0.0
r3,27,3,5,0.0
r1,22,16,4,0.0
r2,22,16,4,0.0
r3,32,6,5,0.0
r1,49,16,6,0.0
r2,40,25,6,0.0
r3,56,9,8,0.0
r1,47,2,7,0.0
r2,49,0,8,0.0
r3,37,12,6,0.0
r1,29,0,5,0.0
r2,29,0,5,0.0
r3,17,12,3,0.0
r1,34,0,5,0.0
r2,25,9,4,0.0
r3,29,5,4,0.0
r1,21,0,5,0.0
r2,11,10,4,0.0
r3,7,14,2,0.0
r1,24,5,4,0.0
r2,9,20,4,0.0
r3,17,12,4,0.0
r1,37,10,7,0.0
r2,32,15,5,0.0
r3,29,18,6,0.0
r1,50,10,8,0.0
r2,40,20,6,0.0
r3,40,20,7,0.0
r1,42,2,8,0.0
r2,15,29,3,0.0
r3,23,21,5,0.0
r1,26,9,4,0.0
r2,34,1,6,0.0
r3,32,3,5,0.0
r1,37,6,5,0.0
r2,29,14,5,0.0
r3,43,0,6,0.0
r1,54,10,7,0.0
r2,46,18,6,0.0
r3,29,35,5,0.0
r1,30,7,6,0.0
r2,16,21,3,0.0
r3,10,27,3,0.0
r1,24,5,6,0.0
r2,28,1,8,0.0
r3,14,15,6,0.0
r1,26,28,4,0.0
r2,24,30,4,0.0
r3,32,22,6,0.0
r1,34,12,5,0.0
r2,29,17,5,0.0
r3,36,10,6,0.0
r1,16,7,4,0.0
r2,12,11,3,0.0
r3,20,3,4,0.0
r1,18,6,2,0.0
r2,8,16,2,0.0
r3,21,3,4,0.0
r1,5,30,2,0.0
r2,35,0,5,0.0
r3,19,16,3,0.0
r1,12,5,3,0.0
r2,17,0,4,0.0
r3,9,8,2,0.0
r1,28,4,4,0.0
r2,21,11,4,0.0
r3,19,13,4,0.0
r1,34,15,6,0.0
r2,47,2,8,0.0
r3,49,0,9,0.0
r1,26,5,5,0.0
r2,31,0,6,0.0
r3,16,15,3,0.0
r1,41,9,6,0.0
r2,33,17,5,0.0
r3,19,31,2,0.0
r1,27,20,4,0.0
r2,40,7,7,0.0
r3,26,21,5,0.0
r1,30,11,5,0.0
r2,41,0,7,0.0
r3,14,27,4,0.0
r1,16,16,4,0.0
r2,24,8,5,0.0
r3,32,0,8,0.0
r1,36,13,7,0.0
r2,31,18,7,0.0
r3,38,11,6,0.0
r1,27,11,4,0.0
r2,29,9,5,0.0
r3,35,3,6,0.0
r1,30,1,6,0.0
r2,31,0,7,0.0
r3,18,13,5,0.0
r1,31,7,5,0.0
r2,35,3,8,0.0
r3,31,7,7,0.0
r1,20,0,4,0.0
r2,3,17,1,0.0
r3,14,6,3,0.0
r1,27,12,4,0.0
r2,34,5,5,0.0
r3,39,0,6,0.0
r1,20,10,5,0.0
r2,25,5,6,0.0
r3,22,8,5,0.0
r1,20,13,4,0.0
r2,33,0,6,0.0
r3,27,6,5,0.0
r1,34,12,5,0.0
r2,46,0,7,0.0
r3,19,27,4,0.0
r1,7,37,2,0.0
r2,44,0,7,0.0
r3,38,6,6,0.0
r1,27,7,6,0.0
r2,29,5,5,0.0
r3,21,13,5,0.0
r1,39,4,7,0.0
r2,28,15,5,0.0
r3,22,21,4,0.0
r1,43,8,7,0.0
r2,43,8,6,0.0
r3,44,7,7,0.0
r1,57,0,9,0.0
r2,36,21,5,0.0
r3,51,6,8,0.0
r1,14,20,4,0.0
r2,26,8,7,0.0
r3,26,8,6,0.0
r1,12,13,3,0.0
r2,21,4,4,0.0
r3,4,21,1,0.0
r1,21,0,5,0.0
r2,7,14,1,0.0
r3,14,7,4,0.0
r1,21,0,4,0.0
r2,8,13,1,0.0
r3,10,11,2,0.0
r1,43,11,6,0.0
r2,39,15,7,0.0
r3,37,17,6,0.0
r1,17,24,3,0.0
r2,34,7,5,0.0
r3,41,0,6,0.0
r1,31,2,8,0.0
r2,17,16,6,0.0
r3,16,17,4,0.0
r1,31,3,6,0.0
r2,29,5,6,0.0
r3,21,13,4,0.0
r1,25,10,5,0.0
r2,28,7,8,0.0
r3,27,8,5,0.0
r1,39,7,7,0.0
r2,22,24,5,0.0
r3,39,7,7,0.0
r1,21,2,4,0.0
r2,7,16,2,0.0
r3,22,1,4,0.0
r1,23,9,4,0.0
r2,32,0,7,0.0
r3,32,0,7,0.0
r1,21,6,4,0.0
r2,9,18,2,0.0
r3,27,0,5,0.0
r1,24,17,5,0.0
r2,27,14,7,0.0
r3,34,7,7,0.0
r1,27,2,3,0.0
r2,29,0,4,0.0
r3,17,12,2,0.0
r1,34,0,5,0.0
r2,29,5,4,0.0
r3,17,17,3,0.0
r1,23,0,4,0.0
r2,20,3,3,0.0
r3,17,6,3,0.0
r1,45,4,9,0.0
r2,34,15,6,0.0
r3,37,12,8,0.0
r1,23,3,5,0.0
r2,16,10,3,0.0
r3,24,2,4,0.0
r1,24,19,3,0.0
r2,26,17,3,0.0
r3,19,24,2,0.0
r1,29,15,4,0.0
r2,44,0,6,0.0
r3,23,21,4,0.0
r1,21,13,4,0.0
r2,18,16,3,0.0
r3,29,5,5,0.0
r1,13,28,2,0.0
r2,31,10,4,0.0
r3,30,11,5,0.0
r1,21,20,4,0.0
r2,23,18,4,0.0
r3,29,12,6,0.0
r1,26,0,4,0.0
r2,16,10,3,0.0
r3,16,10,3,0.0
r1,29,7,4,0.0
r2,26,10,4,0.0
r3,30,6,4,0.0
r1,58,5,9,0.0
r2,21,42,4,0.0
r3,30,33,5,0.0
r1,17,12,4,0.0
r2,21,8,5,0.0
r3,28,1,5,0.0
r1,51,12,6,0.0
r2,44,19,6,0.0
r3,35,28,5,0.0
r1,35,9,7,0.0
r2,29,15,5,0.0
r3,38,6,8,0.0
r1,38,9,7,0.0
r2,37,10,6,0.0
r3,36,11,5,0.0
r1,52,3,7,0.0
r2,48,7,7,0.0
r3,40,15,6,0.0
r1,24,12,6,0.0
r2,21,15,4,0.0
r3,36,0,9,0.0
r1,24,9,6,0.0
r2,30,3,5,0.0
r3,17,16,5,0.0
r1,26,9,6,0.0
r2,19,16,5,0.0
r3,26,9,6,0.0
r1,26,10,5,0.0
r2,18,18,3,0.0
r3,30,6,6,0.0
r1,31,10,6,0.0
r2,39,2,7,0.0
r3,13,28,5,0.0
r1,24,6,4,0.0
r2,8,22,2,0.0
r3,15,15,4,0.0
r1,34,9,5,0.0
r2,43,0,7,0.0
r3,19,24,4,0.0
r1,54,19,7,0.0
r2,59,14,7,0.0
r3,64,9,8,0.0
r1,46,8,7,0.0
r2,43,11,6,0.0
r3,41,13,6,0.0
r1,9,4,3,0.0
r2,9,4,3,0.0
r3,12,1,2,0.0
r1,41,1,7,0.0
r2,23,19,5,0.0
r3,41,1,7,0.0
r1,38,7,6,0.0
r2,24,21,4,0.0
r3,26,19,5,0.0
r1,6,31,1,0.0
r2,36,1,4,0.0
r3,27,10,4,0.0
r1,31,32,5,0.0
r2,50,13,7,0.0
r3,48,15,6,0.0
r1,24,10,5,0.0
r2,16,18,4,0.0
r3,32,2,5,0.0
r1,18,11,3,0.0
r2,27,2,4,0.0
r3,29,0,4,0.0
r1,28,8,5,0.0
r2,24,12,6,0.0
r3,29,7,6,0.0
r1,8,20,4,0.0
r2,28,0,8,0.0
r3,13,15,5,0.0
r1,25,13,4,0.0
r2,19,19,4,0.0
r3,38,0,6,0.0
r1,14,31,2,0.0
r2,24,21,4,0.0
r3,45,0,7,0.0
r1,5,10,2,0.0
r2,15,0,5,0.0
r3,14,1,4,0.0
r1,17,26,2,0.0
r2,43,0,6,0.0
r3,24,19,4,0.0
r1,31,2,7,0.0
r2,20,13,5,0.0
r3,17,16,5,0.0
r1,44,8,8,0.0
r2,22,30,4,0.0
r3,42,10,7,0.0
r1,39,14,7,0.0
r2,31,22,6,0.0
r3,35,18,6,0.0
r1,6,8,2,0.0
r2,14,0,4,0.0
r3,8,6,2,0.0
r1,46,2,7,0.0
